Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,CustomerAge,CustomerGender
548893,21578,WOODLAND DESIGN  COTTON TOTE BAG,1,4/4/2011 15:54,4.96,,United Kingdom,68.0,Female
559921,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,7/13/2011 15:42,1.95,13667.0,United Kingdom,32.0,Male
538951,22384,LUNCH BAG PINK POLKADOT,1,12/15/2010 11:26,1.65,16782.0,United Kingdom,41.0,Female
567679,22386,JUMBO BAG PINK POLKADOT,3,9/21/2011 16:15,2.08,14606.0,United Kingdom,60.0,Male
548733,85053,FRENCH ENAMEL CANDLEHOLDER,6,4/4/2011 10:29,2.1,17648.0,United Kingdom,69.0,Female
581419,23158,SET OF 5 LUCKY CAT MAGNETS ,12,12/8/2011 15:03,2.08,15484.0,United Kingdom,37.0,Male
562347,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,8/4/2011 12:22,2.95,13263.0,United Kingdom,52.0,Female
576840,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2,11/16/2011 15:23,0.83,,United Kingdom,,
579471,72741,GRAND CHOCOLATECANDLE,3,11/29/2011 15:08,2.76,,United Kingdom,21.0,Male
578127,20983,12 PENCILS TALL TUBE RED RETROSPOT,36,11/23/2011 10:36,0.85,13408.0,United Kingdom,31.0,
538371,22560,TRADITIONAL MODELLING CLAY,5,12/12/2010 11:07,1.25,15570.0,United Kingdom,28.0,Male
539595,84692,BOX OF 24 COCKTAIL PARASOLS,2,12/20/2010 13:43,0.85,,United Kingdom,,Female
564489,21931,JUMBO STORAGE BAG SUKI,20,8/25/2011 14:13,2.08,15950.0,United Kingdom,21.0,
575919,82001S,SILVER RECORD COVER FRAME,24,11/11/2011 17:00,3.39,15311.0,United Kingdom,57.0,Male
569003,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,9/29/2011 18:13,1.25,13364.0,United Kingdom,26.0,Male
580054,47585A,PINK FAIRY CAKE CUSHION COVER,4,12/1/2011 13:08,3.75,18122.0,United Kingdom,62.0,Male
543044,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2/3/2011 8:18,7.95,17071.0,United Kingdom,26.0,
543040,16236,KITTY PENCIL ERASERS,4,2/2/2011 17:06,0.21,17337.0,United Kingdom,49.0,Female
563557,22675,FRENCH KITCHEN SIGN BLUE METAL,12,8/17/2011 13:33,1.25,15786.0,United Kingdom,32.0,
555094,22925,BLUE GIANT GARDEN THERMOMETER,6,5/31/2011 13:17,5.95,13398.0,United Kingdom,20.0,Male
552180,22417,PACK OF 60 SPACEBOY CAKE CASES,24,5/6/2011 13:35,0.55,18235.0,United Kingdom,60.0,Male
542520,22083,PAPER CHAIN KIT RETROSPOT,2,1/28/2011 12:21,2.95,15547.0,United Kingdom,47.0,Female
546502,71406C,BLACK ORANGE SQUEEZER,1,3/14/2011 11:46,0.42,16005.0,United Kingdom,54.0,
560238,23033,DRAWER KNOB CERAMIC RED,12,7/17/2011 11:41,1.45,17725.0,United Kingdom,,
550783,22379,RECYCLING BAG RETROSPOT ,5,4/20/2011 13:58,2.1,13485.0,United Kingdom,48.0,Female
537434,21098,CHRISTMAS TOILET ROLL,17,12/6/2010 16:57,2.51,,United Kingdom,51.0,Female
569367,23534,WALL ART STOP FOR TEA ,6,10/3/2011 15:28,5.95,13994.0,United Kingdom,65.0,Female
556937,22730,ALARM CLOCK BAKELIKE IVORY,4,6/15/2011 16:05,3.75,17716.0,United Kingdom,35.0,Male
550821,22927,GREEN GIANT GARDEN THERMOMETER,1,4/21/2011 8:54,5.95,12506.0,France,68.0,Female
559710,23292,SPACEBOY CHILDRENS CUP,8,7/12/2011 10:25,1.25,12474.0,Germany,59.0,Male
543300,20754,RETROSPOT RED WASHING UP GLOVES,6,2/7/2011 11:42,2.1,13334.0,United Kingdom,43.0,Female
560293,21820,GLITTER HEART GARLAND WITH BELLS ,1,7/18/2011 10:20,7.46,,United Kingdom,18.0,Male
550193,21155,RED RETROSPOT PEG BAG,6,4/15/2011 9:27,2.55,13952.0,United Kingdom,42.0,Female
542887,20726,LUNCH BAG WOODLAND,20,2/1/2011 13:10,1.65,12373.0,Austria,68.0,Male
540493,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,1/7/2011 16:34,2.95,14867.0,United Kingdom,,Male
557898,23310,BUBBLEGUM RING ASSORTED,36,6/23/2011 14:35,0.42,17314.0,United Kingdom,45.0,Male
575176,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,11/8/2011 18:29,1.63,,United Kingdom,34.0,Male
573083,84988,SET OF 72 PINK HEART PAPER DOILIES,3,10/27/2011 14:22,1.45,13735.0,United Kingdom,33.0,Male
557938,21246,RED RETROSPOT BIG BOWL,2,6/23/2011 15:35,4.13,,United Kingdom,54.0,Male
561218,20661,BLUE POLKADOT PURSE ,1,7/25/2011 17:11,2.46,,United Kingdom,46.0,Male
559506,22501,PICNIC BASKET WICKER LARGE,2,7/8/2011 15:17,20.79,,United Kingdom,68.0,Female
543530,21069,VINTAGE BILLBOARD TEA MUG,1,2/9/2011 12:46,2.46,,United Kingdom,,Female
570287,22621,TRADITIONAL KNITTING NANCY,12,10/10/2011 11:37,1.65,17425.0,United Kingdom,,Male
552883,22297,HEART IVORY TRELLIS SMALL,288,5/12/2011 10:13,1.06,14646.0,Netherlands,51.0,Female
541830,82580,BATHROOM METAL SIGN,2,1/21/2011 17:09,1.25,,United Kingdom,63.0,Female
555416,21166,COOK WITH WINE METAL SIGN ,24,6/3/2011 10:15,2.08,14408.0,United Kingdom,,
552817,23201,JUMBO BAG ALPHABET,10,5/11/2011 12:47,2.08,13136.0,United Kingdom,54.0,Female
539989,22727,ALARM CLOCK BAKELIKE RED ,1,12/23/2010 16:16,3.75,,United Kingdom,59.0,Female
575514,22118,JOY WOODEN BLOCK LETTERS,3,11/10/2011 10:40,4.95,12541.0,Spain,43.0,Male
541866,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,1/24/2011 9:25,2.55,16477.0,United Kingdom,51.0,Male
578262,22732,3D VINTAGE CHRISTMAS STICKERS ,2,11/23/2011 13:27,1.25,18283.0,United Kingdom,32.0,Female
568013,23129,HEART SHAPED HOLLY WREATH,4,9/23/2011 11:39,4.15,17480.0,United Kingdom,53.0,Male
569722,23392,SPACEBOY ROCKET LOLLY MAKERS,6,10/6/2011 9:31,2.08,12431.0,Australia,17.0,Female
579777,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,11/30/2011 15:13,0.63,,United Kingdom,19.0,Male
573396,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,10/30/2011 15:13,2.95,14723.0,United Kingdom,45.0,Female
559337,23206,LUNCH BAG APPLE DESIGN,3,7/7/2011 16:27,4.13,,United Kingdom,39.0,Male
562843,22341,LOVE GARLAND PAINTED ZINC ,2,8/9/2011 17:37,3.29,,United Kingdom,,Male
568193,23320,GIANT 50'S CHRISTMAS CRACKER,5,9/25/2011 14:37,2.89,17107.0,United Kingdom,39.0,Male
562204,23201,JUMBO BAG ALPHABET,1,8/3/2011 12:54,2.08,16324.0,United Kingdom,34.0,Male
569491,22897,OVEN MITT APPLES DESIGN,1,10/4/2011 13:25,1.45,14056.0,United Kingdom,43.0,Female
565396,20727,LUNCH BAG  BLACK SKULL.,4,9/2/2011 16:39,4.13,,United Kingdom,,
565388,22386,JUMBO BAG PINK POLKADOT,5,9/2/2011 15:56,2.08,14415.0,United Kingdom,40.0,Male
567901,21485,RETROSPOT HEART HOT WATER BOTTLE,1,9/22/2011 16:28,10.79,,United Kingdom,63.0,Male
553014,21213,PACK OF 72 SKULL CAKE CASES,6,5/12/2011 18:49,0.55,13451.0,United Kingdom,68.0,
541129,22318,FIVE HEART HANGING DECORATION,1,1/14/2011 10:14,5.79,,United Kingdom,57.0,Male
574298,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,11/3/2011 15:56,10.79,,United Kingdom,,Male
543812,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2/13/2011 14:40,1.65,17472.0,United Kingdom,22.0,Male
576837,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,11/16/2011 15:16,7.46,,United Kingdom,64.0,Female
552243,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,5/6/2011 19:37,7.95,12748.0,United Kingdom,,Female
563935,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,2,8/21/2011 16:24,1.65,15547.0,United Kingdom,18.0,Female
574864,84510A,SET OF 4 ENGLISH ROSE COASTERS,4,11/7/2011 12:29,1.25,14387.0,United Kingdom,,Male
574521,22748,POPPY'S PLAYHOUSE KITCHEN,6,11/4/2011 13:44,2.1,15358.0,United Kingdom,,Male
566913,22076,6 RIBBONS EMPIRE  ,2,9/15/2011 14:07,1.65,17602.0,United Kingdom,28.0,Male
577157,23566,EGG CUP MILKMAID HEIDI,12,11/18/2011 9:58,1.25,12451.0,Switzerland,20.0,Male
562925,22207,FRYING PAN UNION FLAG,12,8/10/2011 14:51,3.75,17389.0,United Kingdom,39.0,
538071,22925,BLUE GIANT GARDEN THERMOMETER,1,12/9/2010 14:09,11.87,,United Kingdom,70.0,Female
543535,84596G,SMALL CHOCOLATES PINK BOWL,1,2/9/2011 13:37,1.25,17537.0,United Kingdom,25.0,Female
575947,21411,GINGHAM HEART  DOORSTOP RED,1,11/13/2011 11:50,8.29,,United Kingdom,32.0,Male
560444,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,7/18/2011 17:15,7.95,13764.0,United Kingdom,,Male
569693,90200D,PINK SWEETHEART BRACELET,1,10/5/2011 15:18,4.25,17837.0,United Kingdom,66.0,Female
562101,23206,LUNCH BAG APPLE DESIGN,10,8/2/2011 14:04,1.65,13850.0,United Kingdom,57.0,Male
537802,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,12/8/2010 13:11,1.49,13455.0,United Kingdom,23.0,Female
540026,22473,TV DINNER TRAY VINTAGE PAISLEY,4,1/4/2011 13:25,4.21,,United Kingdom,51.0,Male
C581128,85099B,JUMBO BAG RED RETROSPOT,-3,12/7/2011 12:46,2.08,12785.0,Portugal,40.0,Female
567671,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,9/21/2011 15:34,1.63,,United Kingdom,45.0,Female
561241,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,7/26/2011 11:00,1.25,13930.0,United Kingdom,54.0,Female
577475,22135,MINI LADLE LOVE HEART PINK,12,11/20/2011 11:30,0.42,15152.0,United Kingdom,45.0,
537434,22261,FELT EGG COSY WHITE RABBIT ,1,12/6/2010 16:57,1.66,,United Kingdom,15.0,Female
578344,21616,4 PEAR BOTANICAL DINNER CANDLES,3,11/24/2011 9:21,3.29,,United Kingdom,,Female
578510,22621,TRADITIONAL KNITTING NANCY,2,11/24/2011 13:25,1.65,14056.0,United Kingdom,39.0,Male
539246,21934,SKULL SHOULDER BAG,1,12/16/2010 13:33,1.65,14606.0,United Kingdom,40.0,Female
578292,22866,HAND WARMER SCOTTY DOG DESIGN,3,11/23/2011 14:35,2.1,13174.0,United Kingdom,21.0,Female
553911,20982,12 PENCILS TALL TUBE SKULLS,3,5/19/2011 19:02,0.85,18168.0,United Kingdom,56.0,Female
557669,23084,RABBIT NIGHT LIGHT,24,6/22/2011 9:43,1.79,12674.0,France,60.0,Female
575842,22082,RIBBON REEL STRIPES DESIGN ,10,11/11/2011 12:01,1.65,15024.0,United Kingdom,34.0,Male
554098,21086,SET/6 RED SPOTTY PAPER CUPS,2,5/22/2011 13:01,0.65,14769.0,United Kingdom,49.0,Male
556491,20725,LUNCH BAG RED RETROSPOT,1,6/12/2011 14:15,1.65,16794.0,United Kingdom,27.0,Male
576274,21755,LOVE BUILDING BLOCK WORD,1,11/14/2011 14:24,6.25,17793.0,United Kingdom,61.0,Male
561876,21905,MORE BUTTER METAL SIGN ,2,7/31/2011 12:08,0.79,14472.0,United Kingdom,15.0,Female
544077,20856,DENIM PATCH PURSE PINK BUTTERFLY,4,2/15/2011 15:04,1.65,14825.0,United Kingdom,26.0,Female
573665,21889,WOODEN BOX OF DOMINOES,6,10/31/2011 16:24,1.25,13982.0,United Kingdom,18.0,Male
550899,21981,PACK OF 12 WOODLAND TISSUES ,24,4/21/2011 12:07,0.29,13505.0,Switzerland,,
573314,23356,LOVE HOT WATER BOTTLE,5,10/28/2011 17:26,5.95,16987.0,United Kingdom,23.0,Male
537111,22629,SPACEBOY LUNCH BOX ,5,12/5/2010 12:08,1.95,14810.0,United Kingdom,43.0,Female
564538,23082,SET 6 PAPER TABLE LANTERN HEARTS ,48,8/25/2011 15:21,3.29,13408.0,United Kingdom,45.0,
577034,37340,MULTICOLOUR SPRING FLOWER MUG,12,11/17/2011 13:16,0.39,12847.0,United Kingdom,,Male
570488,21914,BLUE HARMONICA IN BOX ,5,10/10/2011 17:12,2.46,14096.0,United Kingdom,32.0,Female
575748,22737,RIBBON REEL CHRISTMAS PRESENT ,1,11/11/2011 10:21,7.5,,United Kingdom,,Female
558812,22730,ALARM CLOCK BAKELIKE IVORY,4,7/4/2011 11:35,3.75,16265.0,United Kingdom,40.0,
575070,23220,REINDEER HEART DECORATION GOLD,2,11/8/2011 12:58,0.83,17841.0,United Kingdom,39.0,
554349,85099F,JUMBO BAG STRAWBERRY,10,5/24/2011 8:49,2.08,14191.0,United Kingdom,48.0,Female
544591,21912,VINTAGE SNAKES & LADDERS,4,2/21/2011 15:20,3.75,13044.0,United Kingdom,33.0,Female
580399,22978,PANTRY ROLLING PIN,2,12/4/2011 11:45,3.75,13471.0,United Kingdom,70.0,Female
548293,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,3/30/2011 11:51,1.65,13798.0,United Kingdom,45.0,Female
580729,23014,GLASS APOTHECARY BOTTLE ELIXIR,1,12/5/2011 17:24,8.29,,United Kingdom,65.0,
542192,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1/26/2011 11:27,1.65,14049.0,United Kingdom,48.0,
544778,48187,DOORMAT NEW ENGLAND,2,2/23/2011 12:03,7.95,14978.0,United Kingdom,48.0,Female
579167,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,11/28/2011 14:06,4.25,16800.0,United Kingdom,60.0,Female
547886,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,3/28/2011 9:21,2.95,13652.0,United Kingdom,,Male
562031,22832,BROCANTE SHELF WITH HOOKS,2,8/1/2011 17:37,10.75,16984.0,United Kingdom,,Female
545895,21033,JUMBO BAG CHARLIE AND LOLA TOYS,1,3/7/2011 17:14,4.13,,United Kingdom,18.0,Male
556482,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,6/12/2011 13:04,2.55,17242.0,United Kingdom,62.0,Male
557057,22385,JUMBO BAG SPACEBOY DESIGN,10,6/16/2011 14:46,2.08,16843.0,United Kingdom,48.0,Female
573384,23332,IVORY WICKER HEART LARGE,12,10/30/2011 14:19,1.65,15478.0,United Kingdom,48.0,Female
C548723,82482,WOODEN PICTURE FRAME WHITE FINISH,-1,4/4/2011 9:02,2.55,15874.0,United Kingdom,38.0,Female
559489,22697,GREEN REGENCY TEACUP AND SAUCER,1,7/8/2011 13:52,5.79,,United Kingdom,22.0,Female
575925,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,11/11/2011 17:14,2.1,,United Kingdom,21.0,Male
573385,85034C,3 ROSE MORRIS BOXED CANDLES,12,10/30/2011 14:21,1.25,13421.0,United Kingdom,62.0,Female
571243,22555,PLASTERS IN TIN STRONGMAN,12,10/14/2011 15:26,1.65,14595.0,United Kingdom,18.0,
580691,90214K,"LETTER ""K"" BLING KEY RING",12,12/5/2011 15:48,0.29,13790.0,United Kingdom,67.0,Female
543277,21034,REX CASH+CARRY JUMBO SHOPPER,1,2/6/2011 14:33,0.95,15808.0,United Kingdom,61.0,Female
555278,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,6/1/2011 17:33,6.63,,United Kingdom,,Male
568938,23189,SET OF 12 FORK CANDLES,4,9/29/2011 14:46,2.89,17220.0,United Kingdom,39.0,Male
537050,22659,LUNCH BOX I LOVE LONDON,3,12/5/2010 11:10,1.95,14800.0,United Kingdom,57.0,Male
561783,22030,SWALLOWS GREETING CARD,12,7/29/2011 12:50,0.42,16062.0,United Kingdom,,
559990,23252,ENAMEL JUG PANTRY,4,7/14/2011 12:22,3.75,13319.0,United Kingdom,54.0,
544056,21155,RED RETROSPOT PEG BAG,6,2/15/2011 12:48,2.55,13004.0,United Kingdom,23.0,Male
540977,22135,MINI LADLE LOVE HEART PINK,2,1/12/2011 15:01,0.43,,United Kingdom,32.0,Male
545909,21894,POTTING SHED SEED ENVELOPES,12,3/8/2011 9:45,1.25,15819.0,United Kingdom,32.0,Male
573585,35924,HANGING FAIRY CAKE DECORATION,1,10/31/2011 14:41,4.13,,United Kingdom,16.0,Female
578824,23161,REGENCY CAKE FORK,6,11/25/2011 14:02,1.25,17883.0,United Kingdom,58.0,Female
573038,21429,RED GINGHAM ROSE JEWELLERY BOX,4,10/27/2011 13:48,1.95,17545.0,United Kingdom,41.0,Female
545658,21219,SET/4 BADGES BALLOON GIRL,10,3/4/2011 14:13,1.25,14670.0,United Kingdom,57.0,Female
544468,22138,BAKING SET 9 PIECE RETROSPOT ,6,2/21/2011 8:33,4.95,,EIRE,69.0,Male
578788,23084,RABBIT NIGHT LIGHT,2,11/25/2011 12:17,2.08,,United Kingdom,46.0,Female
564627,21790,VINTAGE SNAP CARDS,12,8/26/2011 11:47,0.85,15132.0,United Kingdom,19.0,Male
580733,23207,LUNCH BAG ALPHABET DESIGN,10,12/6/2011 8:37,1.65,16929.0,United Kingdom,29.0,Male
568245,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,9/26/2011 12:23,1.25,13867.0,United Kingdom,49.0,Female
557322,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,6/20/2011 9:04,1.65,17444.0,Canada,29.0,Male
575117,16218,CARTOON  PENCIL SHARPENERS,5,11/8/2011 14:22,0.06,12748.0,United Kingdom,29.0,Female
550767,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,4/20/2011 12:32,0.42,14776.0,United Kingdom,54.0,Female
540418,84596E,SMALL LICORICE DES PINK BOWL,4,1/7/2011 11:04,0.85,,United Kingdom,20.0,Female
554683,47566,PARTY BUNTING,1,5/25/2011 16:09,4.95,,United Kingdom,23.0,Female
578153,22908,PACK OF 20 NAPKINS RED APPLES,2,11/23/2011 11:22,0.85,12748.0,United Kingdom,31.0,Male
554054,20712,JUMBO BAG WOODLAND ANIMALS,2,5/20/2011 15:29,4.13,,United Kingdom,25.0,Female
561382,21755,LOVE BUILDING BLOCK WORD,1,7/26/2011 17:27,5.95,16750.0,United Kingdom,46.0,Male
566602,22903,CALENDAR FAMILY FAVOURITES,1,9/13/2011 16:05,2.46,,United Kingdom,20.0,Female
564526,21172,PARTY METAL SIGN ,12,8/25/2011 14:50,1.45,15805.0,United Kingdom,27.0,Female
560772,85131A,BEADED PEARL HEART WHITE ON STICK,15,7/20/2011 16:12,0.83,,United Kingdom,25.0,Male
547248,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,3/22/2011 9:23,6.63,,United Kingdom,70.0,Female
566721,21889,WOODEN BOX OF DOMINOES,12,9/14/2011 12:50,1.25,12921.0,United Kingdom,57.0,Male
544398,21755,LOVE BUILDING BLOCK WORD,2,2/18/2011 12:27,5.95,15311.0,United Kingdom,,Female
543547,22188,BLACK HEART CARD HOLDER,1,2/9/2011 16:57,3.95,17358.0,United Kingdom,,Male
541508,21928,JUMBO BAG SCANDINAVIAN PAISLEY,2,1/18/2011 16:06,4.96,,United Kingdom,46.0,Female
551436,22841,ROUND CAKE TIN VINTAGE GREEN,1,4/28/2011 15:13,7.95,16904.0,United Kingdom,33.0,Female
541794,21328,BALLOONS  WRITING SET ,2,1/21/2011 13:21,1.65,17238.0,United Kingdom,37.0,Female
579518,22891,TEA FOR ONE POLKADOT,2,11/29/2011 18:05,4.25,12748.0,United Kingdom,,Female
566295,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,48,9/11/2011 15:44,0.42,15547.0,United Kingdom,69.0,
549295,23000,TRAVEL CARD WALLET TRANSPORT,1,4/7/2011 19:49,0.83,,United Kingdom,70.0,Female
576463,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,11/15/2011 11:37,2.1,17974.0,United Kingdom,17.0,Male
C554333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,5/23/2011 17:15,2.95,13310.0,United Kingdom,57.0,Female
568576,23327,HANGING CLEAR MINI BOTTLE,192,9/28/2011 9:40,0.55,17017.0,United Kingdom,67.0,
578827,23083,SET 6 PAPER TABLE LANTERN STARS ,1,11/25/2011 14:25,7.46,,United Kingdom,69.0,Female
554097,23206,LUNCH BAG APPLE DESIGN,10,5/22/2011 13:01,1.65,12567.0,France,37.0,Male
540239,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,1/5/2011 14:48,1.25,12682.0,France,45.0,Male
553013,82600,NO SINGING METAL SIGN,1,5/12/2011 18:19,4.13,,United Kingdom,29.0,Female
572867,23437, 50'S CHRISTMAS GIFT BAG LARGE,7,10/26/2011 13:19,1.25,14598.0,United Kingdom,24.0,Female
554114,21257,VICTORIAN SEWING BOX MEDIUM,2,5/22/2011 15:00,7.95,15292.0,United Kingdom,68.0,Female
538015,85169A,IVORY LOVE BIRD CANDLE,3,12/9/2010 12:49,1.25,13240.0,United Kingdom,49.0,
545086,22736,RIBBON REEL MAKING SNOWMEN ,10,2/28/2011 11:43,1.65,12678.0,France,57.0,Female
561384,22457,NATURAL SLATE HEART CHALKBOARD ,6,7/27/2011 9:01,2.95,13194.0,United Kingdom,35.0,Male
578805,20676,RED RETROSPOT BOWL,8,11/25/2011 12:57,1.25,16401.0,United Kingdom,64.0,Female
539215,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,12/16/2010 12:42,4.25,15574.0,United Kingdom,,Male
566904,23319,BOX OF 6 MINI 50'S CRACKERS,6,9/15/2011 13:57,2.49,15660.0,United Kingdom,42.0,Male
543652,22333,RETROSPOT PARTY BAG + STICKER SET,8,2/11/2011 10:15,1.65,15544.0,United Kingdom,,Female
559557,84874B,BLUE TRAVEL FIRST AID KIT,10,7/11/2011 10:33,1.65,17444.0,Canada,67.0,Female
